wavelength,BLK2211141_1_5s,BLK2211142_1_5s,MCSN0922211011340_1_5s,MCSN0942211010937_1_5s,MCSN0982211011046_1_5s,postTea221114_1_5s,preTea221114_1_5s
377,-0.000186601564407062,-0.000370500610176724,0.0123817462033191,0.0116625006965824,0.0170479074533671,0.0278208752913223,0.027488897823075
380,-0.000145884973986833,-0.000427341672934861,0.0118970071160842,0.0110586197047087,0.0161795947230572,0.0254357234552537,0.0251965599878784
383,-0.000161729488760645,-0.000403223596873184,0.0111574452916564,0.0105018811649001,0.0153345902388636,0.0231069027609652,0.0228876734816736
386,-5.42060601619255e-05,-0.00024629148839286,0.0107052947985566,0.0100697854613866,0.0146678247588789,0.0213890646977487,0.0211561020638329
389,-0.000111748601317767,-0.000370150333348279,0.0100164340488047,0.00935741108708614,0.0138066142900354,0.019158408191669,0.018999866171433
392,-0.000120390482564803,-0.00048305825888837,0.00952673294026735,0.00886537011074301,0.0131122735323544,0.0175713734302637,0.017451209955209
395,-0.000214380228104113,-0.000480922634707799,0.00898105705630524,0.00839488089629218,0.0122958092023624,0.0159847250125897,0.0158385083860639
398,-7.28722408049228e-05,-0.000345268932033253,0.00862404286079975,0.00804565222393217,0.0118475255885974,0.0148684816551612,0.0146701415457174
401,-9.46491699799184e-05,-0.000379991990367514,0.00818228147577977,0.00760745058141661,0.0112179782954715,0.0137396080764058,0.0137073313529092
404,-0.000120738243907856,-0.000435226268378682,0.00766947419209339,0.00719519166174604,0.0105517826142987,0.0128498875234987,0.0126933343400963
407,-9.93807376711994e-05,-0.000463577991499173,0.00732752104186481,0.0067833037652082,0.00999146486913695,0.011913374281725,0.0119135649108442
410,-0.000125453882034407,-0.000452417180583536,0.00683693809464176,0.00641493949408632,0.00945796771178293,0.0112863600999502,0.0112209138592287
413,-0.000105062524051424,-0.000436623510162346,0.00657387375181527,0.0061128940460086,0.00897013380397597,0.0107588789342675,0.0107319552449678
416,-0.00011688744946223,-0.000511497014440764,0.00614219806774175,0.005712768359502,0.00852347134325856,0.010262758610265,0.0102460006433829
419,-0.00015724777677216,-0.00050429221071459,0.00581477627352502,0.00530848955243956,0.00800543875315921,0.00977881741722291,0.00987307140379534
422,-0.000270313243958991,-0.000566782287583704,0.00545823271332395,0.00502471651256253,0.00753500983929655,0.00931238353743534,0.00941386914078905
425,-0.000189545261451976,-0.000547995820322827,0.00520925171818329,0.00477295188038686,0.00717040425585691,0.00902593100684368,0.00906867935744133
428,-0.000206319575696648,-0.000599361464188031,0.00490861616450146,0.00452779063671275,0.00691046903867751,0.00873494960331745,0.00882648267943113
431,-0.000201724508345935,-0.000568624825157726,0.00471163177859627,0.00430705488539953,0.00647224508707026,0.00850353423649929,0.00853380782834468
434,-0.000180221629376911,-0.000601045592475536,0.00454725921779593,0.00421531945962248,0.00630828316834654,0.00829807408296205,0.00828792500303723
437,-0.000236076342245408,-0.000569896214125851,0.00428034793150394,0.00394645499028688,0.00603867301118306,0.00800003948475236,0.00798407574671532
440,-9.40855297126003e-05,-0.000395990070969901,0.00409611718594131,0.00385014010615516,0.00578102134552102,0.00780856911037456,0.00783355641585773
443,-0.000242169815875307,-0.000579702647632405,0.00382763097097749,0.00354522606461584,0.00542733705665874,0.00748268374371996,0.00756013188722476
446,-0.000197163408503959,-0.000545803276133758,0.00366045883390395,0.00336983642351477,0.00507676535540122,0.00735450292028863,0.00731439621474801
449,-0.000253363024733239,-0.000628025029977537,0.00339874493802819,0.00312866738732328,0.0047921449664457,0.00703106686736988,0.0070644075445282
452,-0.000210288569322105,-0.000671080052676186,0.00326503705644328,0.00290430100760522,0.00456598913746719,0.00680703977259097,0.00681352847868314
455,-0.000327129509571082,-0.000705689042487004,0.00307975931350244,0.00280286396393108,0.00435949303715621,0.00660453014025559,0.00675647647710118
458,-0.000225086873765114,-0.000662765311465459,0.00294249408546191,0.002720674007289,0.00421185487084303,0.00650070197683624,0.00655689523671282
461,-0.000208637327487316,-0.000530925241871799,0.00282720946060427,0.00261049165691321,0.00400202624760636,0.00627004901525374,0.00641571791963563
464,-0.000201312103346068,-0.000618539512535871,0.00273934811813186,0.00253253917449112,0.00385631334540209,0.00617431429882091,0.00621856165260179
467,-0.000144804355456763,-0.000516825631034572,0.0026149886337938,0.00246569646760191,0.00371131952719169,0.00597831006629943,0.0060564707582325
470,-0.000193791045028971,-0.000568020418621002,0.00258355796373946,0.00232864442494082,0.00355247168556729,0.00585570611706994,0.00591406515606091
473,-0.000254918371014269,-0.000628087844126585,0.00231525414598662,0.00223848632053654,0.00335722026661826,0.00567181861434666,0.00570579431586778
476,-0.00027219012184917,-0.000703459262391595,0.00219275292288776,0.00209094625435414,0.00310715129907913,0.0053867703701103,0.00546272203197838
479,-0.000277136154835068,-0.000606572777317974,0.00216122921393676,0.00194720895386516,0.00296670496811502,0.00526309584925186,0.00536282730561573
482,-0.000283445644311783,-0.000614284745953114,0.00204892732276399,0.0019219120136964,0.00287695014336737,0.00515157242226306,0.00518703495577375
485,-0.000162874465751986,-0.000589375299828923,0.00194899787671026,0.00182232894447168,0.00275490176484916,0.00498246750028399,0.00503996343148324
488,-0.000247954215256635,-0.000649974406119662,0.00183884098087138,0.00166355434778253,0.00265338826330193,0.00473317350716807,0.00482257486682024
491,-0.000271437796214808,-0.000679430441294677,0.00169585939277717,0.00163845589290553,0.00246944372150922,0.00461398951259775,0.0046761422476889
494,-0.000345826103604253,-0.000711953065250903,0.00167100881566007,0.00144852711339667,0.00227699320564436,0.00440078478073095,0.0045452665007192
497,-0.000200872822154032,-0.00061815868153728,0.00166792806877036,0.00157125964593194,0.00233816762518368,0.00428992403252248,0.00445711598984327
500,-0.0002480821618755,-0.000633225387083768,0.00157251551352594,0.00153831167706004,0.0021863166052928,0.00416498215629287,0.00433803951815411
503,-0.000295863933166779,-0.000647091777629793,0.00146804241428166,0.00138901270703071,0.00204320942825244,0.00394035345024843,0.00413285421745159
506,-0.000278140507554235,-0.000697105529109385,0.00137174190407851,0.00129581986880869,0.00195162769793322,0.00375918190724289,0.00393224677799514
509,-0.000220528590048417,-0.00073169274129536,0.00125793768954506,0.00119093735895983,0.00191931646804975,0.00359567025051624,0.00381031827369593
512,-0.000198686843231566,-0.000601818153462138,0.00133072651437432,0.00127057492180683,0.00191537417831265,0.00350927841440461,0.00372444712098618
515,-0.000235774709192395,-0.000602683031841252,0.00118619780095559,0.00108312574035897,0.00177677607961532,0.00333096762417889,0.00349230354891592
518,-0.000201556320268891,-0.000676223555947092,0.00116645072848393,0.00110076781158351,0.0017210275294279,0.00324090398685334,0.00335192913420112
521,-0.000215998207591692,-0.000713921337343119,0.00105701512945311,0.000974506193065464,0.00155567502813002,0.002964291155271,0.00311361705537397
524,-0.000278724944628391,-0.000633655569925439,0.00102956856143249,0.000969419000509274,0.00150568318607963,0.0029167637971266,0.00303725797244267
527,-0.00028053570627074,-0.000688040719291748,0.00101236235097544,0.000881233601797797,0.0015344642222493,0.00275422080748837,0.00293166856756889
530,-0.00032270619396529,-0.00070512330833447,0.000856634917610142,0.000828836087400855,0.00136429431025281,0.0025634464150379,0.00275083910723746
533,-0.000366972537432043,-0.000790092207205599,0.000807555360222364,0.000710880121432217,0.00124030666998381,0.00246052567811304,0.00259916114267414
536,-0.000324764667862469,-0.000673677078817323,0.000760015293347966,0.000716352478757732,0.00121269364984189,0.00235406669388694,0.0025962868271455
539,-0.00019590645508102,-0.000662727383116633,0.000796031030912881,0.000717735895686312,0.00120044861103054,0.00238002567001147,0.00252905971084822
542,-0.000288348991130835,-0.000599924181953305,0.000736738511482999,0.000732087759957264,0.00113802297533635,0.00221867779442005,0.00240414411953712
545,-0.000324097749393071,-0.000693374348661078,0.000664370610048681,0.000623873531151674,0.00100172301182234,0.00209973000731627,0.00222378334440822
548,-0.000343906028511245,-0.000643973456084562,0.00065273168387718,0.000645181464294797,0.00105227844948201,0.00206250009067348,0.00220384203574764
551,-0.000326806856897409,-0.000771295043411341,0.000580229386616298,0.000579989931649108,0.00086379602579617,0.00192435083876611,0.00206660824403321
554,-0.00027016318398943,-0.000553562605034073,0.00063712389353158,0.000627780686445558,0.00100141492722634,0.00192203652585109,0.00208010471827383
557,-0.000202197608014814,-0.00063134258778874,0.000559672786340802,0.000535938427017473,0.00096115222054598,0.00179795779024882,0.00200408866148657
560,-0.000362308403348504,-0.000700709861089122,0.00051807227784451,0.000468969374695557,0.000768344518283103,0.00167661502173382,0.0017808941434492
563,-0.000307198954163279,-0.000623312787045961,0.00051851254826001,0.000478908555173058,0.000815482313352485,0.00163657278613604,0.00175607420345195
566,-0.000325926618645939,-0.000598055364232887,0.000451547169028196,0.000393188483998299,0.000785902138839655,0.00153075768821743,0.00173882902934646
569,-0.000329015428127027,-0.000742993090539314,0.00042433379998073,0.000266558606684069,0.000604456666392782,0.00131645790486214,0.00153336009195608
572,-0.000363560223927572,-0.000731774838982275,0.000353547894598607,0.00027930187355223,0.000589882285322336,0.00132047452098761,0.00155977389230797
575,-0.000308847855962893,-0.000693894557024485,0.000406328300904358,0.000324320444693915,0.00062742372739181,0.00134282984903898,0.00152740889156566
578,-0.000345114239068383,-0.000746188756172693,0.000266692230492594,0.00022302857246567,0.000530844516871588,0.00123270902631579,0.00141405815362313
581,-0.000322930882248537,-0.000709873370440226,0.000339676444134222,0.000298647476749674,0.000569164202915563,0.0011945684331114,0.00134609517309053
584,-0.000280102549591375,-0.000738167280614094,0.000247974215832521,0.000224439560275845,0.000550022759352385,0.00115277719845501,0.0012534304065269
587,-0.000300993498251608,-0.000601674950432508,0.000298365790470109,0.000320068795547095,0.000462653166717945,0.00115795834233553,0.00129444032289417
590,-0.000244768659636922,-0.000724685947011301,0.000279938515469769,0.000277947701311186,0.00045358403522287,0.000989523185161182,0.00120365561974428
593,-0.000321324649731315,-0.000730898686519449,0.000165026324379286,0.000228148951716301,0.000407785407055623,0.000929865675028158,0.00108864865406465
596,-0.00033384015631855,-0.000682731017966443,0.000167507941680973,0.000121822597956399,0.000363788114437775,0.000894483001637387,0.00115756770041458
599,-0.000293654848664111,-0.000673361035849264,0.000220438358164664,0.000173443736862545,0.000411384750238576,0.00090435506313326,0.00107557974449103
602,-0.000261035698768101,-0.000695763522005403,8.13219394063099e-05,0.000127533968621116,0.00027653566837228,0.000776548805512957,0.00101280134823966
605,-0.000343620174932367,-0.000719030167884794,4.4302703801236e-05,2.34931003461427e-05,0.000234022770697527,0.000746985455504426,0.000937897452456818
608,-0.000274592637223854,-0.000681455803238681,2.56837570747123e-06,9.7898070954614e-05,0.000224719317738818,0.000723060992549895,0.00085657670364159
611,-0.000350402826979986,-0.000856499666837898,4.54708605204427e-05,-5.09145381796897e-05,0.000133736072756304,0.000553221487988799,0.000841031339504288
614,-0.000349564175173957,-0.000673846938233628,1.61145716885375e-05,6.40995461908167e-05,9.71269229360169e-05,0.000605397840961019,0.000750415311882418
617,-0.000269190899513721,-0.000668362571507958,5.03336940878598e-05,1.35326372740486e-05,0.00019781155739234,0.000541445525731907,0.000752086874657791
620,-0.000268061431879973,-0.00068761974839925,7.03294403269707e-05,-9.66538272027979e-06,0.000155625041716694,0.000499763172243951,0.000765014541424648
623,-0.000257045337125325,-0.000640497697250567,4.12711798573982e-05,-1.11631112466359e-05,0.000235437655425309,0.00048107745176306,0.000699361948310156
626,-0.00027223752676244,-0.000733618191264465,-1.56104981518087e-05,2.80559480672617e-05,0.000142099465334733,0.000470695371756154,0.000641137525161075
629,-0.000267263786593451,-0.000563378033294447,1.97768001861599e-06,-8.60627370331703e-05,5.70964408300744e-05,0.000312893926017255,0.000622811737388318
632,-0.000420092784530096,-0.000770618347503978,-0.000151244513952544,-0.000137415310730691,1.76572846818734e-05,0.000227612421045975,0.000482544792524746
635,-0.000307190623715168,-0.000814428713642068,-0.000167574394875846,-0.000108056028496527,-8.88659466733976e-05,0.000240179197006446,0.000474396463579332
638,-0.000317707722284006,-0.000767040105685415,-9.74291989481133e-05,-0.000195184439548767,1.22383913314687e-05,0.000207089607619909,0.000457156050761719
641,-0.000360931083101254,-0.000862473014826822,-0.000177987304304559,-0.000217863081283984,-0.000134369683713127,8.72921428887605e-05,0.000420006614717652
644,-0.000336503872667591,-0.000740859574997541,-4.18462608504638e-05,-0.000233627933066174,-0.000111018204907741,0.000154507954620337,0.000446874005707951
647,-0.000268508948657647,-0.000723596818238138,-0.000143641925872793,-0.000147263062714893,-2.62947082318852e-05,0.000271272439268496,0.000346723572797308
650,-0.000338953419693219,-0.000833913466610589,-0.000229834382634492,-0.000238478054445477,-0.000230296148195959,6.245356200009e-05,0.000282429384196485
653,-0.00024719848023756,-0.000803355795553103,-0.000284602496468114,-0.000339065503788935,-0.000143200643218883,8.57942294695011e-07,0.000269457692430348
656,-0.000215782496146743,-0.000720756750128158,-0.000106976580287258,-0.00028324174603107,-0.000172559233908339,7.5913214695443e-05,0.000286517754055515
659,-0.000260781566173181,-0.00071717754632272,-0.000240728802478604,-0.000213349926614476,-0.000247578319577356,-3.94436027139133e-06,0.000268402476459561
662,-0.000455234176048332,-0.000878585002424363,-0.000445191061845228,-0.000425731799374352,-0.000329978645314677,-1.86798617318402e-05,3.61846924731352e-05
665,-0.000418786100623096,-0.000886097789469489,-0.000372766578484823,-0.000413422000202717,-0.000267071427864832,-0.000104620293883125,0.000118799616974738
668,-0.000374380366827755,-0.000845835717622624,-0.000298981482685192,-0.0003802263599336,-0.000365777339700506,-0.000134885185002295,0.000160223231669282
671,-0.000249693242869588,-0.000708710846261011,-0.000220916567432589,-0.000348408366380864,-0.000232649577245549,6.90076529065079e-05,0.000255533911352839
674,-0.000288975352241874,-0.000723486662140222,-0.000293002384416286,-0.000387262482419311,-0.000386240962572251,-0.00010592992271615,0.000100922246159295
677,-0.000478012039230147,-0.00069364181920261,-0.000430203833397506,-0.000440447520560815,-0.000316240199765722,-0.000147617299814,0.000107691742900505
680,-0.000395473050004034,-0.00078729066546695,-0.000327297884389418,-0.000420916539495098,-0.000431448952381538,-0.000166534121929506,-1.26055607435796e-05
683,-0.000357971549353457,-0.000639963819894084,-0.000295954576325802,-0.000466857108219205,-0.000273029028915563,-0.000179462722898132,1.13369874994735e-05
686,-0.000316745798372592,-0.000758487491374784,-0.000298173714070733,-0.000405957227918465,-0.000431437775195129,-0.000227048296869512,4.789101115198e-07
689,-0.000316965971204787,-0.000733455119961971,-0.000288337275454691,-0.000297571878489133,-0.000296951156883192,2.50474557412312e-05,1.6454500586786e-05
692,-0.000223365210016614,-0.000580285056552777,-0.000251593583508175,-0.000366135051749273,-0.000273192601188949,-9.39057545064816e-05,0.000121891379815414
695,-0.000301762884336162,-0.000805646800191355,-0.000278580019495751,-0.000390961543729799,-0.000315899172921677,-0.000384062712788376,-0.000105280391795893
698,-0.000172129834903918,-0.000638217805920497,-0.000319190201747944,-0.000314756931347102,-0.000396106079414846,-0.000178215816573062,7.27469090433561e-05
701,-0.000196186198584621,-0.000624233832896614,-0.000136895751018577,-0.000303276849187184,-0.0002461134630221,-0.000166164355299484,-2.55973263019985e-05
704,-0.000287963211940591,-0.000703981947627274,-0.000302911501367848,-0.000371591374426051,-0.00046765209353454,-0.000155469373682126,-5.05732532508173e-05
707,-0.000245301815368369,-0.000675793564080172,-0.00035664234544905,-0.000354671393007961,-0.000395438144164032,-0.000233841564993006,-0.000114251443760453
710,-0.000332052110278817,-0.000680911356346216,-0.000333851973426023,-0.00043155283010956,-0.000292478321108539,-0.000278633392211155,-0.000174438466619517
713,-0.000325787806048228,-0.00081852425171053,-0.000370166485322333,-0.00051132804278041,-0.000503235956309231,-0.000456771455154365,-0.000181581195323838
716,-0.00046063089926994,-0.000940403769205352,-0.000457299798391087,-0.000635440997665831,-0.000639566339534564,-0.000447872491132279,-0.000247229600500191
719,-0.000408261981121516,-0.000807149169787582,-0.000497670599295187,-0.000542627004417521,-0.000596749961450751,-0.000451872895314739,-0.000281415345733331
722,-0.000446258771115845,-0.000973701006301248,-0.000542433438856779,-0.000655032731632032,-0.000687680116944825,-0.000576709685282389,-0.000392339045086984
725,-0.000359396091749541,-0.000806451430890955,-0.000468394220145745,-0.000541588959022136,-0.000434990056861695,-0.000435948148974613,-0.000309345956128388
728,-0.000331327042394104,-0.000624661184345428,-0.000328914258513711,-0.000351110595724947,-0.000382792062748309,-0.00034552351206182,-0.000170926727747394
731,-0.000282401149865309,-0.000546281406447837,-0.000321817639490322,-0.000290257277203914,-0.000292351015983823,-0.000140140222646755,-0.00013600435687445
734,-0.000266578642006222,-0.000421969576658974,-0.000123720161415543,-0.000203409005636294,-0.000217095069532541,-9.89877887041306e-05,-5.75940823720448e-05
737,-0.000265610079340143,-0.000511561759073673,-0.000246900613335498,-0.0003349451127618,-0.000328761422067412,-0.000185550709924144,-0.000126421611301944
740,-0.00024699872602083,-0.000370579516090167,-0.00020221296588779,-0.000212473757842793,-0.000230952215724322,-0.00013680843328476,-2.53313692554282e-05
743,-0.000350082698229733,-0.000413383354741679,-0.000265917034385034,-0.000228626136628906,-0.000237640751032186,-0.000184921422277712,-0.000104171080820682
746,-0.000243818046426524,-0.000726920163669864,-0.000345113989833671,-0.000394294207941972,-0.000440237256195198,-0.000195075256388802,-0.000163502119116086
749,-0.00030813004831857,-0.000688720597233755,-0.000429747277272541,-0.000418803964236538,-0.000489650652021232,-0.000449110771860412,-0.000224917981304971
752,-0.00025129718481003,-0.000548862569435423,-0.000457526523365524,-0.000324488568073207,-0.000459471309683,-0.000386769061655682,-0.000233104575982338
755,-0.000289436235034889,-0.000707509333041649,-0.000473766271158318,-0.000502621632559544,-0.000512627363660701,-0.000247149100446799,-0.00032297003837288
758,-0.000371118987506068,-0.000515328828594678,-0.000334614793178124,-0.000437801877085163,-0.000542665558884363,-0.000288969673391771,-0.000194463854325429
761,-0.000356064310771958,-0.000631788452280888,-0.000331242011128543,-0.000434695827581121,-0.000505648974123908,-0.000309473668047303,-0.000276044127958129
764,-0.000262315078920982,-0.000581998980289008,-0.000339098283031724,-0.000423739247203645,-0.000253356482871231,-0.00024636548317492,-0.000163613442856808
767,-0.000252445388625826,-0.000541797565751903,-0.000347646872107656,-0.000423073141615305,-0.000419750052356965,-0.000325570112092397,-0.000244568745704514
770,-0.000182427028503901,-0.000640270727562931,-0.000318338091429954,-0.000406980577836347,-0.000601613439460479,-0.000517671387693597,-0.000236027579149911
773,-0.000299350763643234,-0.000732397122655773,-0.000364778170901676,-0.000517406649339154,-0.000449617082277497,-0.000498524199427439,-0.000342670113563756
776,-0.000217516585913534,-0.000747119019751334,-0.000524643705695937,-0.000501342438329927,-0.000671848698946538,-0.00054546931351425,-0.000409221748366139
779,-0.000452102757585491,-0.000884053761474814,-0.000662857739741485,-0.000507634184879784,-0.000731743916143187,-0.000589749557205371,-0.000425291566038638
782,-0.000286654441359855,-0.000765652648272723,-0.000391700663136,-0.000599416203051364,-0.000566535286332787,-0.000667919177979576,-0.000410927980715055
785,-0.000467117617172561,-0.000866716652157031,-0.000599182177628545,-0.000700487893265694,-0.00069450204249489,-0.000649675204781929,-0.00045086417708587
788,-0.000292932702522817,-0.000711806459306941,-0.000488034914942511,-0.000505916807215733,-0.00054903648637781,-0.000459669093748667,-0.000389683010460581
791,-0.000301216193578743,-0.000755404204482667,-0.00056665424078776,-0.000513038867054795,-0.000417170129785401,-0.000625943496699594,-0.000378962042845965
